face_label,face_encoding,matched_shots,count,matched_videos,vid_appearance_count
face_8,"[-8.96593630e-02  4.69577350e-02  3.71923437e-03 -3.04535478e-02
 -5.14060631e-02 -1.18803039e-01  7.46985339e-03 -8.93137455e-02
  1.25792474e-01 -1.35481194e-01  1.45230576e-01 -3.57865244e-02
 -1.54297501e-01 -3.11276056e-02 -2.01761350e-02  6.94022477e-02
 -1.67471379e-01 -1.05211966e-01 -1.34138525e-01 -1.57999277e-01
  3.23612951e-02  3.72758433e-02  8.17528442e-02  4.45792079e-03
 -1.73906848e-01 -2.77967751e-01 -8.96471143e-02 -9.72203314e-02
  1.08730212e-01  9.49159265e-04  3.78336385e-02 -5.99724054e-03
 -2.10140809e-01 -8.23088735e-02  7.91324675e-03  6.14096224e-03
 -8.92496258e-02 -5.10218590e-02  2.27473408e-01  5.18161133e-02
 -1.15278073e-01  3.04666758e-02  1.61438137e-02  2.77947575e-01
  2.57649302e-01  5.48606217e-02  3.23243886e-02 -1.53910130e-01
  9.77396891e-02 -2.29315460e-01  3.78263406e-02  1.30931914e-01
  6.36710674e-02  2.26960778e-02  7.39521384e-02 -1.01681918e-01
  3.62832844e-02  1.20865807e-01 -1.89328387e-01  5.52099124e-02
  6.19402863e-02 -6.35515004e-02 -3.61976214e-02 -5.61246276e-02
  1.62471324e-01  4.46630977e-02 -5.58539405e-02 -9.24482942e-02
  2.37695947e-01 -2.03616351e-01 -3.60885561e-02 -4.58245352e-03
 -4.71130162e-02 -1.60011292e-01 -3.19786280e-01  2.03061998e-02
  3.45555693e-01  1.75219044e-01 -3.73269916e-02  7.68918693e-02
 -8.08869302e-02  2.02179700e-03  4.31682244e-02  2.06364691e-02
 -2.05857009e-01 -7.42503107e-02 -4.90967259e-02  6.55993670e-02
  1.61518693e-01 -2.70647481e-02 -4.71809879e-02  1.35934949e-01
 -5.12425229e-03 -3.99726406e-02  6.93025738e-02 -1.81754529e-02
 -2.16485381e-01  1.00658964e-02 -1.39459804e-01 -5.70157170e-03
  6.30982742e-02 -1.48431316e-01  7.93719813e-02  1.51994452e-01
 -2.00755000e-01  1.42820030e-01 -7.79030621e-02 -1.26913905e-01
 -1.05663389e-03  2.14740634e-04 -1.15197964e-01 -2.41724402e-02
  1.25982195e-01 -1.56428486e-01  1.68907240e-01  2.17737615e-01
  6.25916049e-02  1.94630891e-01  1.35057807e-01  5.34521043e-02
 -5.28079420e-02  9.75244567e-02 -1.90719426e-01 -5.92501946e-02
  1.24264508e-04  2.07920596e-02  9.12098438e-02  6.19850904e-02]","['7295696458861317377.mp4_scene_1', '7295696458861317377.mp4_scene_10']",2,['7295696458861317377'],1
face_55,"[-0.10019872  0.09857273  0.13972101 -0.12557076 -0.11607406  0.02162917
 -0.00655678 -0.15033942  0.2135836  -0.19850814  0.18266784 -0.04204304
 -0.20779303  0.09252179 -0.09170406  0.18098849 -0.17760433 -0.17900564
 -0.08020537 -0.03058757  0.0547739   0.10053831  0.02704364  0.07384998
 -0.11552926 -0.3682898  -0.08581641 -0.11735639  0.10660037  0.03113472
 -0.09740853 -0.04930487 -0.17695495  0.03699787  0.04275158  0.06366376
 -0.08946596 -0.09470525  0.20329487  0.01036303 -0.31193042  0.00917217
  0.08279121  0.19318724  0.20637634  0.01111941  0.01347638 -0.17938194
  0.14853007 -0.21633402  0.00886743  0.16928209  0.08805652  0.08342357
  0.07645049 -0.1646574   0.00194961  0.1326203  -0.15873949  0.04709403
  0.04463267 -0.02504484  0.03828242 -0.04739043  0.2162787   0.08031835
 -0.13675827 -0.14095235  0.18805049 -0.19279128 -0.00408601  0.09415287
 -0.13979249 -0.16333541 -0.14572583 -0.04466178  0.50360382  0.09548327
 -0.12869993  0.02541258 -0.11567234 -0.04629891  0.07354572  0.10383594
 -0.08170865 -0.01531234 -0.0671663   0.01092789  0.27430421 -0.10123078
  0.06789933  0.22443154 -0.01885936  0.02972243  0.00787162  0.08463798
 -0.21771763  0.02412253 -0.13619091 -0.0762381  -0.050986   -0.0504642
  0.01078568  0.12017265 -0.24156338  0.16124935 -0.01559202 -0.05578693
  0.04264653  0.05320911 -0.06034078 -0.10597704  0.16602045 -0.16067658
  0.18563814  0.17567241  0.0062653   0.1361724   0.0670138   0.06458814
 -0.01718216 -0.00617908 -0.17324734 -0.04758132  0.08230343 -0.08163705
  0.04552765 -0.03460747]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_51,"[-0.0115917   0.09742705  0.12549338 -0.10546671 -0.12508616  0.05661732
 -0.0815417  -0.04756432  0.19060187 -0.03986523  0.20559713 -0.02774965
 -0.25596145  0.05004558  0.01448779  0.14342476 -0.14735988 -0.14946428
 -0.08423267 -0.02718347 -0.0182308  -0.0156231   0.03171268  0.01624062
 -0.12888418 -0.37792009 -0.03084507 -0.0294311   0.07654588 -0.09787183
  0.05142386  0.08221287 -0.23763533  0.04225796  0.01816984  0.08217815
 -0.08866493 -0.19198477  0.24882913  0.01750988 -0.20368192 -0.0149316
  0.0022825   0.13928138  0.18070631  0.0471532   0.14084356 -0.1286128
  0.09832951 -0.26555061  0.0735214   0.22025818 -0.00211347  0.07438054
  0.01958363 -0.21507457  0.04335096  0.08486714 -0.25537494  0.01226588
  0.09505151  0.00249994 -0.03847838 -0.0765977   0.2469054   0.12133606
 -0.11303423 -0.18347006  0.24604294 -0.10776843 -0.00833973  0.12624301
 -0.1126951  -0.18710613 -0.20400491  0.03055248  0.39396232  0.09305086
 -0.14683244  0.02305202 -0.14689219 -0.06998218 -0.0419234   0.05166367
 -0.03074106 -0.06811639 -0.0754915   0.02462868  0.2866236  -0.00903873
 -0.00645186  0.20259069  0.06826499 -0.08014221 -0.01990686  0.10790217
 -0.10150661  0.02211131 -0.12637824 -0.03236403 -0.01780557 -0.01878917
 -0.04452688  0.11258302 -0.23662999  0.2327593  -0.00781859 -0.09457345
 -0.02005041 -0.04239428 -0.08948772 -0.04148144  0.18647389 -0.34315723
  0.18051015  0.15403506  0.10783669  0.15502986  0.03476466  0.14610633
  0.04598504 -0.07480676 -0.17409129 -0.13165912 -0.02735484  0.01826786
 -0.01585014  0.09725371]","['7295793486308101378.mp4_scene_9', '7295793486308101378.mp4_scene_11']",2,['7295793486308101378'],1
face_62,"[-0.14677624  0.14786303  0.03352609 -0.00317537 -0.08340746  0.053525
 -0.00295843 -0.06075475  0.13544527  0.02200964  0.18235032 -0.0070904
 -0.20087433 -0.11849061 -0.02987099  0.04104153 -0.08767502 -0.13432328
 -0.09621774 -0.1233893   0.05440731  0.09918226  0.01608737 -0.0053822
 -0.19796525 -0.26714635 -0.0117961  -0.10133418  0.08304974 -0.15687735
  0.01618734  0.05504624 -0.17989813 -0.07045849  0.05720014  0.16597465
 -0.02135576 -0.05419876  0.18495296 -0.06693398 -0.09098073  0.01362133
  0.07503471  0.31781295  0.15641141 -0.02353834 -0.04293382 -0.01525164
  0.15555942 -0.30374119  0.14656407  0.15363935  0.10108018  0.05197643
  0.15473728 -0.16987675  0.01385835  0.08660737 -0.15211624  0.11810158
  0.04089472 -0.03779536 -0.09012565 -0.08360301  0.08991627  0.11808039
 -0.07585576 -0.16145264  0.06924974 -0.16094443 -0.00659297  0.11810676
 -0.06754658 -0.15186225 -0.23339501  0.07965162  0.40946835  0.14740443
 -0.25752768  0.03212601  0.00905911  0.0012536   0.12032247  0.01178801
 -0.08444635 -0.0106901  -0.14316562  0.04975022  0.18874803  0.02323157
 -0.09228458  0.21926111  0.02793404  0.02773135  0.0985043   0.03034522
 -0.06405956 -0.02009674 -0.095751    0.03843752  0.11879726 -0.15295532
 -0.04345334  0.08818209 -0.12924384  0.1588459   0.01489827  0.05708672
  0.02956112 -0.03202689 -0.13505109  0.0215468   0.20321991 -0.278245
  0.22255316  0.10315639 -0.06564736  0.1547555   0.0884307   0.08261893
  0.0621125   0.0396226  -0.09826602 -0.11784609 -0.01153004 -0.08003891
 -0.0170646   0.0396651 ]",['7292023312455077121.mp4_scene_13'],1,['7292023312455077121'],1
face_57,"[-0.08117707  0.09180236  0.10537593 -0.1446723  -0.158078    0.0375331
  0.01426227 -0.15952429  0.17192675 -0.1791586   0.14114843 -0.05787386
 -0.20314915 -0.00933356  0.01095597  0.20219231 -0.10166284 -0.18099755
 -0.13378121 -0.04048634 -0.10031662  0.14023058 -0.00311178  0.0531832
 -0.09319278 -0.38050899 -0.06411307 -0.0497151   0.04748062  0.02644797
 -0.06921157  0.08005992 -0.16268474 -0.02717511  0.1249478   0.0870745
 -0.09518952 -0.12798695  0.20413655  0.00363039 -0.27858585 -0.02357101
  0.11043257  0.19134295  0.22002423 -0.05359222  0.02612971 -0.12816872
  0.1962809  -0.23812047 -0.00092569  0.09468997  0.02653549  0.04716848
  0.07621717 -0.1759814  -0.00483888  0.13292855 -0.18380377 -0.03408258
  0.04954627 -0.09009682 -0.07394753 -0.06567793  0.20508033  0.12575248
 -0.13061774 -0.18737297  0.20094633 -0.16938262  0.016263    0.06316517
 -0.12156488 -0.09770623 -0.20797987 -0.0123139   0.44419855  0.10753658
 -0.16658761 -0.01427437 -0.05335994  0.0130331   0.07575279  0.11514068
 -0.06521766 -0.05961813 -0.01971519 -0.00190432  0.23836659 -0.01965009
 -0.00373449  0.20300043  0.00736945  0.03695453  0.04458767  0.06602835
 -0.1656599  -0.03608289 -0.15220226 -0.02393219  0.00829076 -0.03150527
  0.04336412  0.20638813 -0.19667549  0.23752184 -0.03601523 -0.00212654
  0.06061804 -0.00409797 -0.00756124 -0.05654189  0.12601076 -0.16591918
  0.12667015  0.0903585  -0.04644553  0.15285693  0.06599179  0.06024171
 -0.01460114  0.00663748 -0.18346021 -0.09909369  0.09630606 -0.06667668
  0.0640498  -0.01399396]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_25,"[-0.11885308  0.20417212  0.02015373 -0.0900023  -0.10587277  0.02961396
 -0.05759056  0.01548808  0.1888167   0.01896428  0.19156942  0.02436705
 -0.24924263 -0.02466363 -0.07004207  0.09686184 -0.17105207 -0.10572745
 -0.13744487 -0.17588156  0.05329321  0.0694264  -0.09328867  0.043134
 -0.21518035 -0.20555219 -0.05919826 -0.11668833  0.04409542 -0.26040801
  0.099039   -0.04689571 -0.19304746 -0.06915824 -0.01173974  0.01476391
 -0.06524325 -0.10210664  0.14468342  0.00893432 -0.0608791   0.04632424
  0.04649391  0.32018965  0.16502073  0.01937331  0.01574691 -0.02455664
  0.17179029 -0.27810964  0.0219793   0.16985309  0.10569075  0.10847568
  0.14005743 -0.10968937  0.01773545  0.16930477 -0.17764944  0.1365881
  0.01666376 -0.04819096 -0.0877368  -0.0797607   0.13910232  0.05992807
 -0.11769976 -0.16869903  0.09027596 -0.14997879 -0.06889708  0.16441575
 -0.04626875 -0.18572435 -0.23765764  0.11254975  0.411686    0.18791877
 -0.20924908  0.0213619  -0.03526363 -0.03642113  0.05192959  0.02212723
 -0.076371   -0.04968271 -0.10028622  0.09068093  0.23248917  0.00215191
 -0.04851952  0.21202722  0.03596843  0.00775835 -0.03226696  0.02642683
 -0.13342983 -0.02417228  0.0092699   0.00307295  0.13037527 -0.02980141
 -0.05548892  0.05606259 -0.05832504  0.1781038   0.02444287  0.00760882
 -0.09547134  0.014798   -0.12263694  0.02883604  0.21336263 -0.28991765
  0.23864698  0.15457095 -0.06950244  0.06402551  0.05234142  0.02175729
  0.0209872  -0.00645309 -0.08008578 -0.14428645  0.02559005 -0.08117016
  0.04946348 -0.05337457]",['7293863025751133442.mp4_scene_12'],1,['7293863025751133442'],1
face_73,"[-1.87123969e-01  8.16577971e-02  6.68077394e-02 -7.85544515e-02
 -8.98497105e-02 -2.30892822e-02 -5.03530502e-02 -3.17898095e-02
  2.00221509e-01 -4.98618223e-02  1.63786575e-01  3.19347344e-02
 -2.85819054e-01 -4.52358238e-02 -5.93535155e-02  9.28098112e-02
 -8.54125842e-02 -1.39482617e-01 -8.27823579e-02 -1.14989698e-01
  4.00267951e-02  9.77697447e-02  2.20019482e-02  3.64146121e-02
 -1.47917733e-01 -3.16590846e-01 -5.23002334e-02 -1.15379795e-01
 -1.61872208e-02 -1.59785941e-01  6.02146015e-02 -1.46982558e-02
 -2.30884001e-01 -4.88214269e-02  9.21164453e-03  1.06020793e-01
 -5.42857386e-02 -2.39724964e-02  2.24968866e-01  4.07291986e-02
 -1.77656308e-01 -7.19504058e-03  7.57358447e-02  2.57950932e-01
  1.42295510e-01  6.03412651e-03 -1.52056264e-02 -3.29374671e-02
  1.73880771e-01 -2.94450611e-01  8.32193047e-02  1.57627672e-01
  1.41705573e-01  6.64496869e-02  9.90658998e-02 -2.06612960e-01
  7.79145956e-03  1.60407811e-01 -2.32600123e-01  1.15026675e-01
  7.36020207e-02 -5.69976158e-02 -1.18817613e-01 -1.98523179e-02
  1.60446793e-01  1.00166082e-01 -1.61204115e-01 -1.58321604e-01
  1.04527369e-01 -1.63601220e-01  7.03958198e-02  1.90621316e-01
 -6.96602091e-02 -2.14499190e-01 -1.69276178e-01  1.46865413e-01
  3.67907703e-01  1.15207002e-01 -1.37036905e-01  1.95350498e-03
 -7.69033805e-02 -5.71199507e-03 -3.42509151e-02  3.01226974e-04
 -9.13421959e-02  2.63700709e-02 -7.88497776e-02  4.07294780e-02
  1.26413345e-01  4.74366918e-02  8.03278014e-03  2.53521740e-01
  1.70227401e-02  7.61341080e-02  1.77509822e-02  6.75445348e-02
 -1.58138752e-01 -2.91418210e-02 -7.83154666e-02  3.34423855e-02
  2.29009464e-02 -1.19290344e-01  1.57660618e-02 -4.19329107e-03
 -1.22997984e-01  1.69905186e-01 -2.84656137e-02 -1.80110075e-02
 -6.12391680e-02  2.17440277e-02 -1.08086288e-01 -3.23192030e-02
  1.51636571e-01 -2.87851453e-01  2.45480925e-01  1.23049781e-01
 -1.48947965e-02  1.73839286e-01  8.81418437e-02  6.01126254e-02
  1.83570534e-02  1.11679733e-03 -1.02050029e-01 -8.28895271e-02
  3.26827094e-02 -8.12998116e-02  4.31499630e-02 -1.16862208e-02]",['7289766656803474690.mp4_scene_12'],1,['7289766656803474690'],1
face_59,"[-0.04697634  0.12853611  0.08423437 -0.07912692 -0.06196611 -0.02226492
 -0.05393102 -0.07874331  0.22151299 -0.12405631  0.16217397  0.00076636
 -0.23034571  0.06479856 -0.03884415  0.12247223 -0.08840553 -0.09703539
 -0.14579643 -0.1253511   0.00913416  0.09079637 -0.01809167  0.06041361
 -0.1352413  -0.24541672 -0.09474275 -0.13492163  0.01234783 -0.08642954
 -0.00976863 -0.01323821 -0.17765719 -0.07394344  0.05274074  0.03350247
 -0.09422044 -0.08294787  0.18317762 -0.0067223  -0.14928123 -0.01610042
  0.07748984  0.22280209  0.19892359  0.04574553  0.05233326 -0.13920823
  0.16663261 -0.26815727  0.11822301  0.09325447  0.07085828  0.13064516
  0.14332499 -0.25772572  0.02295852  0.14477909 -0.1365521   0.09878988
  0.07588539 -0.03232807 -0.08094835 -0.01627203  0.21737447  0.06093136
 -0.14862889 -0.14633067  0.16621616 -0.17507307  0.02109296  0.13269152
 -0.098451   -0.18763247 -0.24724701  0.13043815  0.47195232  0.15515377
 -0.15294676  0.01145303 -0.06467165 -0.01343495  0.04074673  0.06925523
 -0.08239681 -0.06218318 -0.04153425  0.03162353  0.20860398 -0.0240458
 -0.01211194  0.20887771 -0.01901852 -0.00532632 -0.01026565  0.07417582
 -0.19374329 -0.02377492 -0.10793848 -0.00161206  0.0562452  -0.04421718
 -0.04862687  0.13106063 -0.17834421  0.16429467 -0.05201061 -0.07354284
 -0.03016576  0.01921648 -0.13512844 -0.0645414   0.1968891  -0.2296536
  0.15094893  0.13176575  0.01836506  0.15835597  0.06622027  0.10939223
  0.05517533  0.01471578 -0.18978646 -0.08280402  0.07651555 -0.02224682
 -0.00109427 -0.00917771]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_28,"[-0.13510227  0.14549053  0.06289103 -0.0427043  -0.16351894 -0.01305103
 -0.03774117 -0.08904548  0.13641328 -0.02097099  0.19125691  0.00445706
 -0.17502198 -0.00366751 -0.01180667  0.10255775 -0.07694022 -0.11313543
 -0.13195232 -0.10916532  0.03937433  0.00173521 -0.01027086  0.1062319
 -0.20264529 -0.36328745 -0.11887783 -0.14245826  0.04443025 -0.10442466
 -0.02982129 -0.03164243 -0.20594427 -0.09806663  0.04347706  0.03917076
 -0.01477799 -0.06653856  0.11935306  0.02264149 -0.09742417  0.1373914
  0.07929912  0.28741843  0.22454321  0.11496721  0.1397298  -0.07290325
  0.11674218 -0.19067955  0.07501619  0.08394197  0.04583335  0.02254103
  0.09337088 -0.11314061  0.0124014   0.12834466 -0.25356597  0.17583589
  0.09825167 -0.03490392 -0.12281503 -0.02656151  0.26597008  0.13308722
 -0.13547362 -0.13106529  0.18593112 -0.19076593 -0.02831314  0.01269905
 -0.13494696 -0.14955905 -0.26370043  0.13886711  0.56920266  0.18255019
 -0.19780485  0.02604338 -0.11280964  0.01449175  0.03892814  0.03204998
 -0.09067701 -0.10182574 -0.0902411   0.09590262  0.26890379  0.06984946
  0.00219813  0.24398801  0.04449926 -0.03424057  0.00397066  0.06537444
 -0.20516853 -0.06951961 -0.07648458 -0.04891974  0.02756151 -0.04348107
  0.01271906  0.11722125 -0.21385062  0.16374859 -0.05918083 -0.04696403
 -0.05660105  0.05243246 -0.14133506 -0.01675108  0.14439026 -0.25605506
  0.18642752  0.18657669  0.08432805  0.09105566  0.06216099  0.00453071
  0.07602164  0.03846221 -0.13884243 -0.11189662  0.04014193 -0.10766337
  0.09156312  0.03710179]",['7293266381401754881.mp4_scene_3'],1,['7293266381401754881'],1
face_58,"[-0.18791306  0.0642156   0.06873098 -0.05195458 -0.12343039 -0.03441298
 -0.05571241 -0.1080975   0.13069862 -0.14670166  0.16269431 -0.0261925
 -0.22215715 -0.01453763 -0.05853692  0.06960522 -0.15225384 -0.2394471
 -0.07110695 -0.13312863  0.02971141 -0.05386537 -0.07928342  0.0385909
 -0.21626328 -0.25169155 -0.11448275 -0.10285996  0.02151983 -0.00676179
 -0.00188476 -0.04408128 -0.21070841 -0.04063031  0.02118637  0.09902443
 -0.02131709 -0.02185518  0.19634056 -0.01988171 -0.17992668  0.00371182
  0.0730715   0.31158927  0.13553657  0.03626167  0.00328473 -0.02472752
  0.16096529 -0.29224709  0.12196536  0.2385394   0.12572452  0.05793986
  0.09055246 -0.17368266  0.05570537  0.1771429  -0.17399809  0.11474492
  0.0488276  -0.03923983 -0.07134808 -0.02273046  0.19793129  0.17984527
 -0.10556377 -0.16494384  0.20253563 -0.15168922 -0.01412765  0.07750666
 -0.15400982 -0.18878266 -0.24077687  0.07066184  0.51209891  0.12810852
 -0.13760149  0.06200073 -0.06024601 -0.02265985  0.08496394  0.04348829
 -0.11997208  0.02533605 -0.09631027  0.10143417  0.21696144  0.0029386
 -0.02678164  0.15222259  0.03958525 -0.03088244  0.07465305  0.04813496
 -0.10761707 -0.05652929 -0.14486627 -0.01575179  0.0832919  -0.06375371
 -0.02886477  0.07346693 -0.17407595  0.13256359  0.01280078 -0.04430258
 -0.11320974 -0.01466891 -0.09062465  0.00226365  0.15727989 -0.22721747
  0.20126334  0.1631898   0.00806055  0.14020291  0.08312766 -0.04153065
  0.04356772 -0.02086675 -0.1321058  -0.11075463  0.00650807 -0.06533358
  0.06259291  0.02654944]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_60,"[-0.10405765  0.10351218  0.05826722 -0.06225    -0.11234006 -0.00431616
 -0.07812762 -0.0647682   0.14490166 -0.11687893  0.11829861 -0.02153645
 -0.21871449 -0.05361117  0.01297107  0.07524553 -0.09777392 -0.04148854
 -0.17364183 -0.13369527  0.04247611  0.12435402  0.02495937 -0.04226908
 -0.16068307 -0.35195094 -0.0858352  -0.07440998  0.03325511 -0.11028843
 -0.02105338  0.03992061 -0.18631163 -0.07531409 -0.01126786  0.05655397
 -0.09111908 -0.06605558  0.1959016   0.0453682  -0.17087474  0.01064217
  0.0426899   0.25116542  0.15776081  0.02458333  0.03095162 -0.07391289
  0.18424752 -0.25416994  0.08006762  0.15955846  0.08527838  0.03298235
  0.14624549 -0.13292441 -0.00292537  0.10500965 -0.21691085  0.07794297
  0.09400043 -0.06967564 -0.13143569 -0.06251208  0.1765617   0.1533426
 -0.11955185 -0.13415629  0.15079036 -0.12548973  0.02814469  0.0846001
 -0.08434679 -0.19132154 -0.27148777  0.09753416  0.39325345  0.14154324
 -0.15995169 -0.02553959 -0.09277184 -0.03866482  0.09951798  0.06472188
 -0.12538289  0.00856911 -0.0291754   0.12001111  0.16327918 -0.0372777
 -0.04779936  0.23924309  0.0684761   0.03055661  0.0018457   0.03831571
 -0.18637562 -0.06140973 -0.11933005  0.03200922  0.16749451 -0.11288901
  0.01476333  0.12179582 -0.11103722  0.18842268 -0.00174779 -0.05468279
  0.00933823 -0.05548824 -0.15570311 -0.04660799  0.14871013 -0.21624511
  0.14240667  0.11412311 -0.02989126  0.16675667  0.12571236  0.07690474
  0.01984061  0.00502498 -0.1566069  -0.10265397  0.0868783   0.02715663
  0.02234311  0.00247475]",['7291847464129449217.mp4_scene_20'],1,['7291847464129449217'],1
face_50,"[-0.07394864  0.12589182  0.05071963 -0.07232591 -0.08359938 -0.04588319
  0.03454768 -0.09697455  0.19048712 -0.00501095  0.23678875 -0.03379554
 -0.21207729 -0.07114805  0.01544377  0.09136798 -0.08945791 -0.09825055
 -0.1095344  -0.12317447  0.03977807  0.09576146 -0.02428679  0.05791391
 -0.16114406 -0.26750141 -0.06251703 -0.06345604  0.10954411 -0.13919887
  0.00906173  0.06710478 -0.12181586 -0.07282645  0.05370447  0.06988281
 -0.00932053 -0.04587543  0.1631328   0.01686021 -0.16460979  0.02651504
  0.13354856  0.31798935  0.16241005 -0.01725112  0.0424797  -0.05374686
  0.12367839 -0.16635244  0.11947465  0.12615679  0.16463903  0.06523462
  0.22786361 -0.17786154 -0.0166907   0.1503723  -0.16169296  0.1332861
  0.13164407  0.00336461 -0.01663911 -0.08585274  0.07796454  0.00851992
 -0.10021929 -0.11380138  0.0277146  -0.17804137 -0.08249088  0.06484222
 -0.09123045 -0.15576622 -0.32059556  0.07901359  0.29759872  0.18702334
 -0.25933689  0.03687235  0.05766166 -0.00953402  0.14491889  0.03274126
 -0.07677139 -0.00300184 -0.12607187 -0.01800303  0.14444548  0.03545909
  0.01529564  0.21866761  0.00346163 -0.05179483  0.00291998  0.05535787
 -0.17444895 -0.00670256 -0.08064677  0.00310199  0.02538041 -0.12076272
 -0.00939311  0.06158233 -0.22270277  0.17114729  0.02634193  0.00092443
 -0.06869624  0.04518281 -0.08427025  0.00324756  0.14541349 -0.25883701
  0.16712028  0.15853776 -0.03637537  0.12611321  0.05209086  0.06430075
  0.01693875  0.03067759 -0.01079028 -0.10790089 -0.01810483 -0.09481233
  0.03096214  0.03633001]",['7295793486308101378.mp4_scene_4'],1,['7295793486308101378'],1
face_79,"[-0.09031749  0.09261784  0.12854441 -0.13994759 -0.08704486  0.026994
  0.00455023 -0.02870056  0.27985436 -0.04547745  0.16217253 -0.04531867
 -0.28723875  0.0968828   0.01186187  0.15808228 -0.21632171 -0.09236258
 -0.03129728 -0.07482877  0.05752767  0.09891412 -0.0060309   0.10637216
 -0.17172688 -0.33057582 -0.07476301 -0.09297368  0.07126197 -0.08465551
  0.00736359  0.1330341  -0.13857689 -0.00137106  0.00207148  0.14277077
 -0.07713897 -0.13413993  0.19622725  0.11517178 -0.24977131  0.00798781
  0.04037676  0.27087575  0.25822398  0.04151072  0.07920674 -0.08486812
  0.13753122 -0.35356206  0.08975757  0.20358182  0.00043688  0.11368002
  0.12193068 -0.24663353  0.00212356  0.08499506 -0.23917407  0.12595074
  0.15570113 -0.09150678  0.07878127 -0.04607368  0.19087899  0.10314643
 -0.12167505 -0.14747785  0.22632024 -0.17339908 -0.06286514  0.19066335
 -0.14862472 -0.19457252 -0.24129146  0.08797038  0.38966504  0.17264985
 -0.08934155  0.03168871 -0.08061457 -0.04108382  0.06362177  0.17789036
  0.05208584 -0.07410897 -0.09296723  0.01696305  0.23240198 -0.00696892
  0.00235934  0.30458483  0.03539491 -0.02758592 -0.02509841  0.14171095
 -0.1696295   0.00861589 -0.13440406 -0.05732355 -0.00306129 -0.01485641
 -0.01258528  0.13244739 -0.19414379  0.23386402 -0.04739475 -0.06310041
 -0.07867605 -0.06643905 -0.04261947  0.04676539  0.21326134 -0.28928152
  0.17365554  0.16236922  0.02846411  0.12662548 -0.00535215  0.11055682
  0.03286248 -0.09659452 -0.16051747 -0.06210833 -0.0076618  -0.02204573
 -0.02126883  0.06474797]",['7289287958908144897.mp4_scene_11'],1,['7289287958908144897'],1
face_47,"[-0.09568831  0.14868405  0.02993334 -0.06879877 -0.0444357  -0.03595278
 -0.09939197 -0.04087017  0.15055664 -0.00395811  0.21435711 -0.00708706
 -0.23479252 -0.06226521 -0.10767859  0.1103754  -0.13103919 -0.04915094
 -0.19882844 -0.04943579  0.02749671  0.10133765  0.08662371 -0.04357351
 -0.08187197 -0.29350945 -0.1009848  -0.08892871  0.03933676 -0.15601182
 -0.04693706  0.0288052  -0.20352846 -0.14400499  0.01657701 -0.01096175
 -0.07421094 -0.00964022  0.21281712  0.05258846 -0.16130021  0.06181352
  0.08756553  0.30300254  0.28414878  0.03879663 -0.02247861 -0.08595142
  0.09185168 -0.28997749  0.09257182  0.16702905  0.11609774  0.07186119
  0.17503095 -0.13076645 -0.0204688   0.14961708 -0.130436    0.12124683
  0.05427755 -0.01039474 -0.07883066 -0.04744194  0.10154229  0.07596911
 -0.11592637 -0.15693107  0.14203453 -0.11517683  0.01867014  0.14310221
 -0.0757998  -0.22469154 -0.28700906  0.05199777  0.32337403  0.12098454
 -0.17905515  0.03284307 -0.06894523 -0.07409132  0.03551674 -0.02355734
 -0.11847563 -0.00505315 -0.07777847  0.0321656   0.17887361 -0.034272
 -0.02992219  0.27801645 -0.00840243 -0.01223373  0.04679068  0.11225966
 -0.09091377 -0.03922427 -0.19330892  0.02998696  0.10624957 -0.17946485
 -0.05864538  0.06839761 -0.11646762  0.06047156  0.01249376  0.00142875
 -0.03962129 -0.04428206 -0.14102416 -0.01567058  0.20557636 -0.24066328
  0.23189731  0.17759168 -0.02239166  0.07135338  0.14910433  0.037048
  0.03147884 -0.01093206 -0.09887637 -0.11844663  0.0293858   0.01592823
 -0.00587825  0.0388931 ]",['7292514451108973826.mp4_scene_3'],1,['7292514451108973826'],1
